year,,year count,,air plane,number cuush plane,Operator,count Operator,Country,Country count,,Crash cause,Crash cause count,Flight phase,Flight phase count,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copreca,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coral Colombia - Coronado Aerolineas,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coral Sea Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corendon Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corey Douglas Garber,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corley Manufacturing Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corn Belt Hatcheries of Arkansas,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornerstone Construction,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornwall Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CorpFlite - Transportes A¨¦reos Corporativos,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporaci¨®n Metalmen,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporaci¨®n Minera de Bolivia,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporacion Turistica Melia,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporate %26 Leisure Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporate Air - Australia,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporate Air Services,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporate Aircraft Management,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporate Flight International,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correos de Mexico,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corsair Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corus Hardware Corporation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cosmopolitan Broadcasting Corporation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cosmos Engineering Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Costarican Government,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Costruzioni Meccaniche Aeronautiche SA,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cotercon Comercial,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CotonTchad,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cougar Air Cargo International,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coulson,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Country Boy Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Country Club Homes,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Court Insurance Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cousins Properties,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coval Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Covington Foods,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowboy Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowin %26 Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cox Aircraft Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP Horizons Corporation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPRT Investment,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crane Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crane Load Technology,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crasa Taxi A¨¦reo,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crawford Enterprises,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr¨¦dit Bail Haussmann,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crescent Air Service,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crest Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crest Breeders,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crewsair,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CREX-MML,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crimson Aircraft,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Critical Care Medflight,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cronica,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crosco,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crosley Radio Corporation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cross Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cross Country Construction,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cross Lake Air Service,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crowley Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crown Aviation Services,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crown Center Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crown Charter Services,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crown Industrial Products,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crown Supply Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal Air %26 Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSG Services,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSM Agropecu¨¢ria,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Culen %26 Hamilton,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Culpeper Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Culver Oil Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currey Air Transport,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curtain Brothers,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curtis D. Lorenz,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curtiss Reid Flying Services,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Custom Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Custom Air Service,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Custom Executive Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVG Ferrominera Orinoco,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cyril Geoffrey Marmaduke Alington,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D %26 H Corporation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D %26 M express,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D %26 R Henderson,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D. A. Seitz,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D. L. Peterson Trust,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D. Owen,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D. W. Winkelman,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daallo Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAC Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daedalus Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daghestan Airlines - Avialinii Dagestana,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daily Express Newspaper,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dale Electronic,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dale Langley,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dale Lawrence Triffett,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dale R. A. Cady,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dale Rodenbeek,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dalhoff %26 King Flying School,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dalia Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dallas Chapter,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dalmia Jain Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dalnevostochnaya,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DalTransAero,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dana Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danair,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dancing Wind Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel E. Smith,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel G. Maloney,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel J. Hommel,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel J. Murray,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danish Inter Flight,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danny L. Williamson,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danpar Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dansk Totalenterprise,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danzer Za?re,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danziger Luftreederei,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dapeng Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darne,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darryl G. Greenmayer,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dart Aero,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dart Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dash Air Charter,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Anderson,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David B. Mutchler,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Brown %26 Sons,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Brumfield,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David C. Blessing,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David D. Maytag Jr.,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David D. Weaver,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Dear,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Drye Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David I. Laskin,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David L. Scott,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David M. Bailie,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David M. Hume,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David N. Power,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Olson,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Pierpoint,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Quinones,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Rolschau,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David S. Ladow,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davis Capital,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dayton Steel %26 Metal,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daytona Beach Aviation Leasing,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dean E. Sorensen,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decks of Houston,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deelgroei,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deems Holdings,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deh Cho Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEKA Research %26 Development Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Del Air Enterprises II,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delhi %26 United Provinces Flying Club,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delhi Australian Petroleum,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delmotte Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delta Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delta Connection,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delta Mike Inc.,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delta Private Jets,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delwood Furniture Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dennis Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dennis M. M. Rooke,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver Air Center,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver Charters,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denys Finch Hatton,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Department of Justice of the US Virgin Islands,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depositor Canales,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deral D. Browning,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deraps Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derby Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derral Christensen,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desarollo New York Panamanian Corporation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert Air Transport,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert Aircraft Sales,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert Pacific Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert Research Institute,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desert Sand Aircraft Leasing,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Design for Living,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desoto Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Destiny Leasing,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Det Norske Luftfartrederi - DNL,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detectors,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deutsche Lufthansa Sucursal,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deutsche Luft-Reederei,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deutsche Luftsport-Verband,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deutsche Reichsbahn Gesellschaft,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deutsche Sportflieger Klub,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deutscher Aero Lloyd,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Devenco Trading,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Devonshire Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Devonshire Aviation Tours,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dewberry Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-FEAR GmbH,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond Jet,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dick Sawyer International,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diesel Service and Sales Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Digicut Systems,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Digital Equipment Corporation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dimonim Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Din S. Vimadalal,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dinama Aircorp,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diplomat Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direcci¨®n Provincial de Aeron¨¢utica de Salta,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direction G¨¦n¨¦rale de l'Aviation Civile - DGAC,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirt Dynamics,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disapel Eletro Dom¨¦sticos,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distrofin,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diversified Drilling Muds,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Divi Divi Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dix Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dixco Transport,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dixie Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DJB Air Charter,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Djibouti Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DK%26L Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DLM Holding Group,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DM Construtora de Obras,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DMC Flying Service,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dniproaviaservis,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DNK Aviation Services,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dobbs-Leventhal,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dogus Air,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dolbeau Air Service,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dolph Briscoe Jr.,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dolphin Express Airlines,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domaire,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dominican Services,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dominion Airways - New Zealand,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domtrav Airways,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don E. Hansen,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don Goodman,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don H. Novas,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don Zimmermann Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald A. Henke,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald Aircraft,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald C. Meyer,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald H. Drew,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald H. Sefton,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald I. Kapetansky,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald J. Moore,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald L. Baker,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald L. Holbrook,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald L. Stoneburner,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald M. Schreiber,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald McCoy,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald Nelson,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald P. Horan,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donavia,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donington Aviation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donna Blue Aircraft,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dothan Aviation Corporation,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Douanes Fran?aises,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Douglas Henry Corsellis,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Douglas M. Lacey,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Douglas P. Serpa,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Douglas R. Reichardt,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Douglas R. Taylor,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Douglas W. Johnston,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dovair,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dove One,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dovler Mangelli Fonialli,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dow Chemical Company,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dow-McDonald Company,1,,,,,,,,
